title,director,cast,country,date_added,release_year,rating,listed_in,description,num_of_seasons
"House of Cards",NULL,"Kevin Spacey, Robin Wright, Kate Mara, Corey Stoll, Sakina Jaffrey, Kristen Connolly, Constance Zimmer, Sebastian Arcelus, Nathan Darrow, Sandrine Holt, Michel Gill, Elizabeth Norment, Mahershala Ali, Reg E. Cathey, Molly Parker, Derek Cecil, Elizabeth Marvel, Kim Dickens, Lars Mikkelsen, Michael Kelly, Joel Kinnaman, Campbell Scott, Patricia Clarkson, Neve Campbell","United States","2018-11-02 00:00:00",2018,TV-MA,"TV Dramas, TV Thrillers","A ruthless politician will stop at nothing to conquer Washington, D.C., in this Emmy and Golden Globe-winning political drama.",6
"How to Fix a Drug Scandal",NULL,NULL,"United States","2020-04-01 00:00:00",2020,TV-MA,"Crime TV Shows, Docuseries","Two drug lab chemists' shocking crimes cripple a state's judicial system and blur the lines of justice for lawyers, officials and thousands of inmates.",1
"How to Get Away with Murder",NULL,"Viola Davis, Billy Brown, Alfred Enoch, Jack Falahee, Katie Findlay, Aja Naomi King, Matt McGorry, Karla Souza, Charlie Weber, Liza Weil","United States","2020-06-13 00:00:00",2020,TV-14,"Crime TV Shows, TV Dramas, TV Mysteries","Brilliant criminal defense attorney and law professor Annalise Keating, plus five of her students, become involved in a twisted murder case.",6
"How to Live Mortgage Free with Sarah Beeny",NULL,NULL,NULL,"2018-09-15 00:00:00",2018,TV-MA,"British TV Shows, International TV Shows, Reality TV","Real estate expert and TV presenter Sarah Beeny meets with clever property owners who share their colorful stories about living mortgage free.",1
"How To Ruin Christmas",NULL,NULL,"South Africa","2020-12-16 00:00:00",2020,TV-MA,"International TV Shows, TV Comedies, TV Dramas","Prodigal daughter Tumi tries to make things right after completely ruining what should have been her sister's picture-perfect Christmas wedding.",1
"How to Sell Drugs Online (Fast)",NULL,"Maximilian Mundt, Danilo Kamperidis, Lena Klenke, Damian Hardung, Leonie Wesselow, Luna Schaller, Bjarne Mädel, Roland Riebeling",Germany,"2020-07-21 00:00:00",2020,TV-MA,"Crime TV Shows, International TV Shows, TV Comedies","To win back his ex-girlfriend, a nerdy teen starts selling ecstasy online out of his bedroom – and becomes one of Europe's biggest dealers.",2
"Huge in France",NULL,"Gad Elmaleh, Scott Keiji Takeda, Jordan Ver Hoeve, Erinn Hayes, Matthew Del Negro","United States","2019-04-12 00:00:00",2019,TV-MA,"TV Comedies","Eager to reconnect with his son, French comedy star Gad Elmaleh moves to LA, only to discover that he's left all his fame and celebrity perks behind.",1
Humsafar,NULL,"Fawad Khan, Mahira Khan, Atiqa Odho, Naveen Waqar, Sara Kashif",Pakistan,"2016-12-15 00:00:00",2011,TV-PG,"International TV Shows, Romantic TV Shows, TV Dramas","To fulfill her mother's dying wish, middle-class Khirad marries elite Ashar. But those who disapprove plot to turn Ashar against his wife.",1
"Hunter X Hunter (2011)",NULL,"Megumi Han, Mariya Ise, Keiji Fujiwara, Miyuki Sawashiro, Daisuke Namikawa",Japan,"2020-02-28 00:00:00",2013,TV-MA,"Anime Series, International TV Shows","To fulfill his dreams of becoming a legendary Hunter like his dad, a young boy must pass a rigorous examination and find his missing father.",4
"Hunters of the South Seas",NULL,"Will Millard","United Kingdom","2019-02-01 00:00:00",2015,TV-14,"British TV Shows, Docuseries","In a far corner of the Pacific Ocean, people who live entirely at sea share insights into their incredible amphibious lifestyle.",1
"Huntik: Secrets and Seekers",NULL,"Yuri Lowenthal, Drew Aaron, Karen Strassman, Marc Thompson, Rebecca Soler, Mike Pollock","United States, Italy","2018-01-01 00:00:00",2011,TV-Y7,"Kids' TV","A high school student searching for his missing father joins a secret group known as the Seekers, who ally with aliens to protect the world from evil.",2
Hyena,NULL,"Kim Hye-soo, Ju Ji-hoon, Lee Gyoung-young, Kim Ho-jung, Song Young-kyu, Hwang Bo-ra, Jeon Seok-ho, Hyun Bong-sik, Park Se-jin","South Korea","2020-02-21 00:00:00",2020,TV-MA,"International TV Shows, Korean TV Shows, Romantic TV Shows","To survive in a dog-eat-dog world, two rival lawyers with high-class clientele tear apart anything that stands in the way of their ambitions.",1
"Hymn of Death",NULL,"Lee Jong-suk, Shin Hye-sun, Kim Myeong-su, Park Seon-im, Kim Won-hae, Hwang Yeong-hee, Lee Ji-hoon, Go Bo-gyeol, Shin Jae-ha","South Korea","2018-12-14 00:00:00",2018,TV-14,"International TV Shows, Korean TV Shows, Romantic TV Shows","During the Japanese colonial period, married playwright Kim U-jin falls in love with soprano Yun Sim-deok, one of Korea’s notable New Women.",1
"Hyori's Bed & Breakfast",NULL,"Hyo-ri Lee, Sang-soon Lee, Ji-eun Lee",NULL,"2018-03-29 00:00:00",2018,TV-14,"International TV Shows, Korean TV Shows, Reality TV","K-pop diva Lee Hyo-ri and her husband open up their home on the beautiful Jeju Island to welcome travelers for free stays, meals and late-night chats.",2
"Hyper HardBoiled Gourmet Report",NULL,"Kazutoyo Koyabu",NULL,"2019-05-24 00:00:00",2017,TV-MA,"Docuseries, International TV Shows","To live is to eat. For people around the world in precarious and dangerous circumstances, eating itself is dangerous, precarious – and essential.",1
Hyperdrive,NULL,"Rutledge Wood, Mike Hill, Michael Bisping, Lindsay Czarniak","United States","2019-08-21 00:00:00",2019,TV-PG,"Reality TV","Elite street racers from around the world test their limits in supercharged custom cars on the biggest, baddest automotive obstacle course ever built.",1
"I AM A KILLER",NULL,NULL,"United Kingdom","2020-01-31 00:00:00",2020,TV-MA,"British TV Shows, Crime TV Shows, Docuseries","Death row inmates convicted of capital murder give a firsthand account of their crimes in this documentary series.",2
"I AM A KILLER: RELEASED",NULL,NULL,"United Kingdom, United States","2020-08-28 00:00:00",2020,TV-MA,"British TV Shows, Crime TV Shows, Docuseries","In this crime docuseries spinoff, a convict is paroled 30 years after being sentenced to death for murder. Then he makes a stunning confession.",1
"I Am Me!",NULL,"Germán Bracco, Daniela Luque, José Antonio Becerril, Paula Serrano, Héctor Holten, Héctor Loeza, Edson Loyo, Brandon Rosas, José Sefami, Tiosha Bojórquez",Mexico,"2017-03-03 00:00:00",2016,TV-14,"International TV Shows, Spanish-Language TV Shows, TV Comedies","Aspiring hip-hop star Francisco builds a name for himself as a musical artist while his conscience helps him through family drama and discrimination.",1
"I Am Not Okay With This",NULL,"Sophia Lillis, Wyatt Oleff, Kathleen Rose Perkins, Sofia Bryant, Richard Ellis, Sophia Tatum, David Theune, Zachary S. Williams, Aidan Wojtak-Hissong","United States","2020-02-26 00:00:00",2020,TV-MA,"TV Comedies, TV Dramas, TV Sci-Fi & Fantasy","Angsty Syd navigates high school awkwardness, family drama and an unrequited crush on her best friend while trying to rein in her budding superpowers.",1
"I Have a Script",NULL,"Souad Abdullah, Shujoon, Fatima Al Safi",NULL,"2019-05-07 00:00:00",2019,TV-14,"International TV Shows, TV Comedies, TV Dramas","After the death of a loved one, a woman decides to pursue her passion for writing by penning television scripts.",1
"I Hear You",NULL,"Riley Wang, Zhao Lusi, Zhang Jiongmin, Gratitude Dai, Yuan Hao",NULL,"2019-05-15 00:00:00",2019,TV-14,"International TV Shows, Romantic TV Shows, TV Dramas","Love blooms between a bubbly, aspiring voice actress and a cool, enigmatic violin-maker after they cross paths on a reality TV show.",1
"I Think You Should Leave with Tim Robinson",NULL,"Tim Robinson, Andy Samberg, Sam Richardson, Will Forte, Fred Willard, Cecily Strong, Tim Heidecker, Kate Berlant","United States","2019-04-23 00:00:00",2019,TV-MA,"TV Comedies","There is no such thing as an ordinary interaction in this offbeat sketch comedy series that features a deep roster of guest stars.",1
"I'm Sorry",NULL,"Andrea Savage, Tom Everett Scott, Olive Petrucci","United States","2019-09-13 00:00:00",2019,TV-MA,"TV Comedies","Life is a series of awkward situations for comedy writer and mom Andrea, thanks to plenty of neuroses and a knack for sticking her foot in her mouth.",2
"I'm with the Band: Nasty Cherry",NULL,"Charli XCX, Emmie Lichtenberg, Gabbriette Bechtel, Chloe Chaidez, Deborah Knox- Hewson, Georgia Somary","United States","2019-11-15 00:00:00",2019,TV-MA,"Reality TV","In an unfiltered, intimate docuseries, pop star mentor Charli XCX finds out what it takes to build – and break – a real, badass all-girl punk band.",1
"Ice Fantasy",NULL,"Feng Shaofeng, Victoria Song, Ma Tianyu, Zhang Meng, Hee-seon Kim, Gong Beibi, Shao Bing, Hu Bing, Wang Duo",China,"2016-12-15 00:00:00",2016,TV-14,"International TV Shows, TV Action & Adventure, TV Sci-Fi & Fantasy","The Ice Tribe prince journeys to a sacred mountain to vanquish evil but soon finds himself at war with the Fire Tribe, led by his long-lost brother.",1
ID-0,NULL,"Kazuyuki Okitsu, Minami Tsuda, Masaya Matsukaze, Sayaka Ohara, Rikiya Koyama, Hisako Kanemoto, Ari Ozawa, Junko Minagawa, Reina Ueda",Japan,"2017-10-06 00:00:00",2017,TV-PG,"Anime Series, International TV Shows","In the midst of a field exercise operating I-Machines, Alliance Academy student Maya Mikuri is thrown into an entirely different kind of adventure.",1
Idiotest,NULL,"Ben Gleib","United States","2018-12-15 00:00:00",2014,TV-PG,"Reality TV, TV Comedies","Comedian Ben Gleib hosts this game show in which teams of two compete to solve increasingly tough brain teasers. Faster answers mean more money.",1
"If I Hadn't Met You",NULL,"Pablo Derqui, Mercedes Sampietro, Andrea Ros, Javier Beltrán, Paula Malia, David Vert, Muguet Franc, Miquel García Borda, Berta Garcia, Joel Bramona, Montse Guallar, Abel Folk, Sergi López, Òscar Jarque, Eli Iranzo",Spain,"2019-03-15 00:00:00",2018,TV-MA,"International TV Shows, Romantic TV Shows, TV Dramas","Eduard, a husband and father who loses his family in a tragic accident, travels to parallel universes to seek a better fate for his beloved wife.",1
"If I were an Animal",NULL,"Zachary Young, Fleur Delahunty",NULL,"2018-09-11 00:00:00",2018,TV-G,"Docuseries, Kids' TV, Science & Nature TV","Curious kids Emma and her big brother Tim observe different animals as they make their way through various life milestones, from birth to adulthood.",1
"Immigration Nation",NULL,NULL,"United States","2020-08-03 00:00:00",2020,TV-MA,Docuseries,"With unprecedented access to ICE operations, as well as moving portraits of immigrants, this docuseries takes a deep look at US immigration today.",1
"Immortal Classic",NULL,"Jae-suk Han, Sun-Young Park, Du-shim Ko, Ye-jin Lim, Jong-hwan Choi, Ha-Nui Lee, Yun-Hoo Ko, Byeong-Ki Kim, Sun-kyung Kim, Yoon-Sik Baek","South Korea","2016-12-15 00:00:00",2012,TV-14,"International TV Shows, Korean TV Shows, TV Dramas","Two renowned culinary families led by legendary food icons battle for the position of greatest chef, while protecting their secret kimchee recipes.",1
Immortals,NULL,"Kerem Bürsin, Elçin Sangu, Birkan Sokullu, Selma Ergeç, Türkü Turan, Nilperi Şahinkaya, Efecan Şenolsun, Elit İşcan",Turkey,"2019-03-08 00:00:00",2018,TV-MA,"International TV Shows, TV Dramas, TV Horror","Driven by revenge, human-turned-vampire Mia sets out to vanquish Dmitry, a ruthless vampire leader who seeks an artifact that grants immortality.",1
Imposters,NULL,"Inbar Lavi, Rob Heaps, Parker Young, Marianne Rendón, Stephen Bishop, Brian Benben, Katherine La Nasa","United States","2019-04-05 00:00:00",2017,TV-MA,"Crime TV Shows, International TV Shows, TV Comedies","Supported by a team of fellow thieves, a con artist lures her targets into matrimony and then absconds with their fortunes in this darkly comic series.",2
"In Between",NULL,"Janel Tsai, Johnny Lu, Darren Chiu, Vivi Lee, Patrick Lee, Fan Kuang-yao",Taiwan,"2017-01-01 00:00:00",2012,TV-14,"International TV Shows, Romantic TV Shows, TV Comedies","An author having trouble finishing his new romance novel because he's lost faith in love regains his romantic soul after meeting a flight attendant.",1
"In Family We Trust",NULL,"Songsit Roongnophakunsri, Saksit Tangtong, Kathaleeya McIntosh, Sopitnapa Choompanee, Apasiri Nitibhon, Phollawat Manuprasert, Nappon Gomarachun, Patravadi Mejudhon, Kejmanee Wattanasin, Supoj Chancharoen, Pimmara Charoenpakdee, Thanapob Leeratanakajorn, Kritsanapoom Pibulsonggram, Teeradon Supapunpinyo, Kongyingyong Chonlathorn, Lapat Ngamchaweng, Sivakorn Adulsuttikul, Paris Intarakomalyasut, Jackrin Kungwankiatichai, Vachirawich Aranthanawong, Sawanya Paisarnpayak, Kanyawee Songmuang, Pitisak Yaowananon, Chavalit Chittanant, Thaneth Warakulnukroh",Thailand,"2018-12-29 00:00:00",2018,TV-MA,"Crime TV Shows, International TV Shows, TV Dramas","When the head of the lucrative family business passes away, his will leaves the clan at extreme odds.",1
"In Laws",NULL,"Kelvin Leong, Remon Lim, Loo Aye Keng, Lawrence Wong, Frederick Lee, Danielle Dai, Joey Leong",NULL,"2017-10-16 00:00:00",2016,TV-PG,"International TV Shows, Romantic TV Shows, TV Dramas","Once domineered by her own mother, a well-meaning matriarch has trouble being lax with her children, especially when her daughter-in-law moves in.",1
"In the Bosom of a Thorn",NULL,"Elham Al Fadalah, Ibrahim Al-Harbi, Khaled Al-Buraiki, Layla Abdullah, Noor Alghandour, Abeer Ahmad",Kuwait,"2019-05-07 00:00:00",2019,TV-14,"International TV Shows, TV Dramas","After the invasion of Kuwait, a woman’s infant daughter is taken from her. Now, her daughter looks to make her way back home years later.",1
"In The Dark",NULL,"Perry Mattfeld, Brooke Markham, Casey Deidrick, Keston John, Morgan Krantz, Rich Sommer, Thamela Mpumlwana, Saycon Sengbloh, Kathleen York, Derek Webster","United States","2020-07-17 00:00:00",2020,TV-14,"Crime TV Shows, TV Dramas","A blind woman with vices finds herself in the middle of a murder investigation when her best friend turns up dead.",2
"Inborn Pair",NULL,"Annie Chen, Chris Wang, Hsieh Kun Da, Puff Kuo, Jennifer Hong",Taiwan,"2016-11-01 00:00:00",2011,TV-14,"International TV Shows, Romantic TV Shows, TV Comedies","Betrothed while in utero, a resort group president enters into an arranged marriage with a legal assistant. Despite their bickering, love blooms.",1
"India: Nature's Wonderland",NULL,"Liz Bonnin, Jon Gupta, Freida Pinto","United Kingdom","2017-03-01 00:00:00",2015,TV-PG,"British TV Shows, Docuseries, Science & Nature TV","Wildlife biologist Liz Bonnin explores the natural wonders of India in this series that reveals the species and cultures unique to this ancient land.",1
"Indian Matchmaking",NULL,NULL,"United States, India","2020-07-16 00:00:00",2020,TV-14,"Reality TV, Romantic TV Shows","Matchmaker Sima Taparia guides clients in the U.S. and India in the arranged marriage process, offering an inside look at the custom in a modern era.",1
Ingobernable,NULL,"Kate del Castillo, Eréndira Ibarra, Alberto Guerra, Erik Hayser, Luis Roberto Guzmán, Álvaro Guerrero, Aida López, Fernando Luján, Maxi Iglesias, Marianna Burelli, Maria del Carmen Farías, Tamara Mazarraza, Marina de Tavira, Marco Antonio Treviño, Alicia Jaziz, Harold Torres, Alessio Valentini, Diego Cadavid, Hernán Del Riego",Mexico,"2018-09-14 00:00:00",2018,TV-MA,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows","The first lady of Mexico is a woman of conviction and ideals. But when she loses faith in her husband, she'll need all her strength to uncover the truth.",2
"Ingress: The Animation",NULL,"Yoshiki Nakajima, Reina Ueda, Shigeo Kiyama, Tarusuke Shingaki, Kohsuke Toriumi, Kentaro Tone, Hiroo Sasaki, Megumi Ogata",Japan,"2019-04-30 00:00:00",2018,TV-MA,"Anime Series, Crime TV Shows, International TV Shows","After scientists discover a mysterious substance that can influence human minds, two factions wage an all-out battle to control its awesome power.",1
Inheritors,NULL,"Lee Min-ho, Park Shin-hye, Kim Woo-bin, Krystal Jung, Kim Ji-won, Choi Jin-hyuk, Kang Ha-neul, Kim Sung-ryoung, Kim Mee-kyeong, Yoon Jin-seo","South Korea","2019-11-15 00:00:00",2013,TV-14,"International TV Shows, Korean TV Shows, Romantic TV Shows","After a chance encounter in LA, two teens from different social backgrounds reunite at an exclusive high school attended by Korea’s über rich.",1
"Inhuman Resources","Ziad Doueiri","Eric Cantona, Suzanne Clément, Alex Lutz, Gustave Kervern, Alice de Lencquesaing, Louise Coldefy, Nicolas Martinez, Adama Niane",France,"2020-05-15 00:00:00",2020,TV-MA,"Crime TV Shows, International TV Shows, TV Dramas","Alain Delambre, unemployed and 57, is lured by an attractive job opening. But things get ugly when he realizes he’s a pawn in a cruel corporate game.",1
